Gene,mobile_EPS_1,serotype_O11_dominant,mobile_abx_metal_resistance,ST549,China_ST463,mobile_pKLC102_type_1,mobile_phage_1,mobile_ST773_ST1203_aux,ST235,mobile_PAGI1,mobile_phage_2,serotype_O4_dominant,serotype_O3,mobile_LESGI3,ST111,clone_C_associated,ST309,ST277_dominant,serotype_O6_dominant,mobile_LHR,ST244,mobile_EPS_2,ST179_ST155,ST27,mobile_pKLC102_type_2,mobile_PAGI46,ST253,mobile_phage_3
group_35851,0.0,0.0,0.0,0.010398415660143198,0.6306061008211917,0.21326974246901853,0.0,0.0,0.0,0.0,0.0,0.0,0.04566251005409172,0.1790826304088213,0.0,0.8650277553702972,0.0,0.011503615557733366,0.0,0.04457883538185406,0.0,0.0,0.0,0.0,0.6068021356535617,0.0,0.03441299273594122,0.0
group_21319,0.0,0.6133051364402615,0.0,0.024561360975894207,0.0,0.0,0.0,0.42846477949488515,0.9757817637117838,0.0,0.0,0.43007650963118954,0.0,0.0,0.0,0.0019407273310677615,0.8420993696511664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07910872578311717,0.9544566169379658,0.0
group_35221,0.0,0.0,0.0,0.0,0.23386923302480953,0.0,0.22603724696631988,0.15400195851240336,0.0009235851157401938,0.0,0.1390994399898167,0.14133635576726156,0.0,0.0,0.9556135112190145,0.0,0.27800904576205027,0.0,0.0,0.0,0.18613623389014186,0.0,0.0,0.0,0.024412070703946277,0.0,0.06384317702575011,0.10644977953401154
group_19573,0.09801522377231417,0.9398417112290979,0.0,0.0,0.0,0.03657809141406717,0.0,0.1755643135041449,0.9385190027205528,0.0,0.0,0.06300666200608906,0.016844161349799484,0.04932707024088858,0.0,0.009081385761299882,0.0,0.0,0.0,0.0,0.6652921152942339,0.0,0.06920703657758123,0.3718832232654061,0.0,0.018403053945690175,1.0257130258421394,0.12913875840811018
group_35787,0.0,0.0,0.8695085232881289,0.0,0.0,0.0,0.0,0.0,0.1831301382649375,0.0,0.0,0.0,0.0,1.0285475749452309,0.8578130373225723,0.7022938875249682,0.0,0.0,0.0,0.03619839052521951,0.0,0.0,0.013756847498226222,0.0,0.0,0.20497418097742426,0.0,0.0
group_26048,0.0,0.031065467448257448,0.0,0.0,0.9556111892483432,0.0,0.0,0.15027736671521494,0.43510486462656783,0.0,0.4954212420284392,0.0,0.0,0.03891744113114845,0.0,0.012174207658796435,0.14722831192472574,0.0,0.010643902019921006,0.0,0.06585607325117707,0.0,0.0,0.02077576997608795,0.03007186398703357,0.0,0.023972445111175328,0.023994846322839342
group_8797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04793287373667338,0.0,0.0,1.298994702000571,0.0,0.0,0.0,0.0,0.0,0.06219692284175386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016290596308602263,0.0
group_27627,0.7992111288100234,0.0,0.05791899390795561,0.4206595769770137,0.2568192101240418,0.002466413948044102,0.27718406190506806,0.5004005362735778,0.8361976052341578,0.0,0.09994536229445117,0.08686266942160864,0.16531299808008199,0.0,0.7561040765722589,0.7907662829784428,0.806998964225929,0.14166266813340472,0.04725566033413492,0.11327576705541378,0.015080794780390086,0.7087849837444761,0.15913051034358566,0.28447192715109243,0.0,0.05762190489426849,0.0,0.0682571903816881
group_24603,0.0,0.0,0.0,0.0,0.8108953227402241,0.8149193312256451,0.0,0.0012542988102948076,0.00900186724813988,0.0,0.0,0.02883970024738336,0.0,0.0,0.6408738973139777,0.7554332082186579,0.05308732782260971,0.03365154616352305,0.0,0.0,0.0,0.01262358720960958,0.12975612662435476,0.0,0.3623228219890955,0.05515057155355312,0.685236959192352,0.0
group_32113,0.0011449343319298285,0.948476347777207,0.0,0.0,0.0,0.0,0.0,0.2147005248524141,0.9588120712290504,0.0,0.0,0.0,0.0,0.0,0.0,0.9831508701101037,0.9449470868582176,0.13970431233810907,1.0021916063535985,0.0,0.0,0.0,0.9220662690826694,0.8481972398256031,0.15977483866704034,0.0,0.0,0.0
group_25324,0.08637294830823254,0.7383066674879311,0.04432442983298499,0.9147541676731673,0.8871631212436145,0.011039662428624596,0.0,0.35518089681636955,0.8898488869391984,0.0,0.03192725780383324,0.8385410435358247,0.8334658329449096,0.07651639929319237,0.9253542283853841,0.8990477959146993,0.8707819671006495,0.764679303759309,0.7505006695495713,0.02914641303540947,0.8298663224783618,0.0668908921725301,0.7404613378203795,0.679307682898783,0.07123132805993672,0.036398796615174485,0.9142982777151957,0.04930525170765786
